MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Session_Type, Event, Active_Poke, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
12/20/2019 17:33:02,0,3.91,0,1,Poke,Left,1,0,0,nan
12/20/2019 17:33:07,0,3.99,2,1,Pellet,Left,1,0,1,1
12/20/2019 17:35:47,0,3.91,0,1,Poke,Left,2,0,1,nan
12/20/2019 17:36:38,0,3.99,2,1,Pellet,Left,2,0,2,47
12/20/2019 17:37:46,0,3.91,0,1,Poke,Left,3,0,2,nan
12/20/2019 17:38:19,0,4.00,2,1,Pellet,Left,3,0,3,30
12/20/2019 17:38:46,0,3.91,0,1,Poke,Left,3,1,3,nan
12/20/2019 17:40:21,0,3.91,0,1,Poke,Left,4,1,3,nan
12/20/2019 17:40:26,0,3.99,2,1,Poke,Left,4,1,4,nan
12/20/2019 17:41:31,0,3.91,0,1,Poke,Left,5,1,4,nan
12/20/2019 17:41:36,0,3.99,2,1,Pellet,Left,5,1,5,2
12/20/2019 17:42:25,0,3.91,0,1,Poke,Left,5,2,5,nan
12/20/2019 17:48:02,0,3.91,0,1,Poke,Left,6,2,5,nan
12/20/2019 17:48:09,0,3.98,2,1,Pellet,Left,6,2,6,2
12/20/2019 17:48:35,0,3.91,0,1,Poke,Left,7,2,6,nan
12/20/2019 17:48:40,0,3.99,2,1,Pellet,Left,7,2,7,2
12/20/2019 17:49:13,0,3.91,0,1,Poke,Left,8,2,7,nan
12/20/2019 17:49:19,0,3.99,2,1,Pellet,Left,8,2,8,1
12/20/2019 17:49:41,0,3.91,0,1,Poke,Left,8,3,8,nan
12/20/2019 17:49:47,0,3.91,0,1,Poke,Left,9,3,8,nan
12/20/2019 17:49:52,0,4.00,2,1,Pellet,Left,9,3,9,1
12/20/2019 17:50:18,0,3.91,0,1,Poke,Left,9,4,9,nan
12/20/2019 17:53:14,0,3.91,0,1,Poke,Left,10,4,9,nan
12/20/2019 17:53:23,0,3.99,3,1,Pellet,Left,10,4,10,3
12/20/2019 17:53:42,0,3.91,0,1,Poke,Left,11,4,10,nan
12/20/2019 17:53:50,0,3.99,4,1,Pellet,Left,11,4,11,2
12/20/2019 17:54:50,0,3.91,0,1,Poke,Left,12,4,11,nan
12/20/2019 17:54:56,0,3.91,2,1,Pellet,Left,12,4,12,1
12/20/2019 17:59:45,0,3.91,0,1,Poke,Left,13,4,12,nan
12/20/2019 17:59:51,0,3.98,2,1,Pellet,Left,13,4,13,1
12/20/2019 18:00:13,0,3.91,0,1,Poke,Left,14,4,13,nan
12/20/2019 18:00:17,0,3.91,2,1,Pellet,Left,14,4,14,2
12/20/2019 18:00:50,0,3.91,0,1,Poke,Left,15,4,14,nan
12/20/2019 18:00:55,0,3.99,2,1,Pellet,Left,15,4,15,1
12/20/2019 18:10:25,0,3.91,0,1,Poke,Left,16,4,15,nan
12/20/2019 18:10:30,0,3.99,2,1,Pellet,Left,16,4,16,2
12/20/2019 18:10:54,0,3.91,0,1,Poke,Left,17,4,16,nan
12/20/2019 18:10:59,0,3.99,2,1,Pellet,Left,17,4,17,1
12/20/2019 18:11:16,0,3.91,0,1,Poke,Left,18,4,17,nan
12/20/2019 18:11:21,0,3.99,2,1,Pellet,Left,18,4,18,1
12/20/2019 18:11:33,0,3.91,0,1,Poke,Left,19,4,18,nan
12/20/2019 18:11:38,0,3.98,2,1,Pellet,Left,19,4,19,1
12/20/2019 19:26:05,0,3.90,0,1,Poke,Left,20,4,19,nan
12/20/2019 19:26:10,0,3.98,2,1,Pellet,Left,20,4,20,1
12/20/2019 19:33:13,0,3.90,0,1,Poke,Left,21,4,20,nan
12/20/2019 19:33:20,0,3.98,3,1,Pellet,Left,21,4,21,2
12/20/2019 19:35:05,0,3.90,0,1,Poke,Left,22,4,21,nan
12/20/2019 19:35:11,0,3.98,3,1,Pellet,Left,22,4,22,1
12/20/2019 19:35:31,0,3.90,0,1,Poke,Left,23,4,22,nan
12/20/2019 19:35:37,0,3.98,2,1,Pellet,Left,23,4,23,3
12/20/2019 19:36:06,0,3.90,0,1,Poke,Left,23,5,23,nan
12/20/2019 19:36:15,0,3.90,0,1,Poke,Left,24,5,23,nan
12/20/2019 19:36:20,0,3.98,2,1,Pellet,Left,24,5,24,2
12/20/2019 19:36:38,0,3.90,0,1,Poke,Left,25,5,24,nan
12/20/2019 19:37:00,0,3.89,4,1,Pellet,Left,25,5,25,16
12/20/2019 19:37:04,0,3.90,0,1,Poke,Left,26,5,25,nan
12/20/2019 19:37:10,0,3.98,2,1,Pellet,Left,26,5,26,2
12/20/2019 19:38:04,0,3.90,0,1,Poke,Left,27,5,26,nan
12/20/2019 19:38:09,0,3.98,2,1,Pellet,Left,27,5,27,1
12/20/2019 19:38:35,0,3.90,0,1,Poke,Left,28,5,27,nan
12/20/2019 19:38:55,0,3.89,15,1,Pellet,Left,28,5,28,3
12/20/2019 19:40:09,0,3.90,0,1,Poke,Left,29,5,28,nan
12/20/2019 19:40:14,0,3.98,2,1,Pellet,Left,29,5,29,1
12/20/2019 19:43:24,0,3.89,0,1,Poke,Left,30,5,29,nan
12/20/2019 19:43:36,0,3.98,4,1,Pellet,Left,30,5,30,5
12/20/2019 19:44:18,0,3.90,0,1,Poke,Left,31,5,30,nan
12/20/2019 19:44:31,0,3.98,4,1,Pellet,Left,31,5,31,7
12/20/2019 19:44:47,0,3.90,0,1,Poke,Left,32,5,31,nan
12/20/2019 19:44:52,0,3.98,2,1,Pellet,Left,32,5,32,2
12/20/2019 20:24:16,0,3.90,0,1,Poke,Left,33,5,32,nan
12/20/2019 20:24:20,0,3.89,2,1,Pellet,Left,33,5,33,1
12/20/2019 20:24:36,0,3.89,0,1,Poke,Left,34,5,33,nan
12/20/2019 20:24:42,0,3.98,2,1,Pellet,Left,34,5,34,2
12/20/2019 20:24:57,0,3.89,0,1,Poke,Left,34,6,34,nan
12/20/2019 20:33:12,0,3.89,0,1,Poke,Left,35,6,34,nan
12/20/2019 20:33:17,0,3.98,2,1,Pellet,Left,35,6,35,2
12/20/2019 20:33:25,0,3.90,0,1,Poke,Left,36,6,35,nan
12/20/2019 20:33:31,0,3.97,2,1,Pellet,Left,36,6,36,2
12/20/2019 20:33:41,0,3.89,0,1,Poke,Left,37,6,36,nan
12/20/2019 20:33:46,0,3.97,2,1,Pellet,Left,37,6,37,2
12/20/2019 20:34:16,0,3.89,0,1,Poke,Left,38,6,37,nan
12/20/2019 20:34:22,0,3.98,2,1,Pellet,Left,38,6,38,2
12/20/2019 20:34:34,0,3.89,0,1,Poke,Left,39,6,38,nan
12/20/2019 20:34:39,0,3.97,2,1,Pellet,Left,39,6,39,1
12/20/2019 20:34:59,0,3.89,0,1,Poke,Left,40,6,39,nan
12/20/2019 20:35:04,0,3.98,2,1,Pellet,Left,40,6,40,1
12/20/2019 20:35:17,0,3.89,0,1,Poke,Left,41,6,40,nan
12/20/2019 20:35:23,0,3.98,2,1,Pellet,Left,41,6,41,2
12/20/2019 20:37:25,0,3.89,0,1,Poke,Left,42,6,41,nan
12/20/2019 20:37:30,0,3.98,2,1,Pellet,Left,42,6,42,1
12/20/2019 20:40:16,0,3.90,0,1,Poke,Left,42,7,42,nan
12/20/2019 20:41:18,0,3.89,0,1,Poke,Left,43,7,42,nan
12/20/2019 20:41:24,0,3.98,2,1,Pellet,Left,43,7,43,2
12/20/2019 20:41:37,0,3.89,0,1,Poke,Left,44,7,43,nan
12/20/2019 20:41:42,0,3.98,2,1,Pellet,Left,44,7,44,1
12/20/2019 20:41:58,0,3.90,0,1,Poke,Left,45,7,44,nan
12/20/2019 20:42:03,0,3.97,2,1,Pellet,Left,45,7,45,1
12/20/2019 20:42:10,0,3.89,0,1,Poke,Left,46,7,45,nan
12/20/2019 20:42:16,0,3.98,2,1,Pellet,Left,46,7,46,1
12/20/2019 20:42:37,0,3.89,0,1,Poke,Left,47,7,46,nan
12/20/2019 20:43:23,0,3.97,3,1,Pellet,Left,47,7,47,40
12/20/2019 20:44:08,0,3.89,0,1,Poke,Left,48,7,47,nan
12/20/2019 20:44:13,0,3.97,2,1,Pellet,Left,48,7,48,1
12/20/2019 20:44:35,0,3.89,0,1,Poke,Left,49,7,48,nan
12/20/2019 20:44:41,0,3.98,2,1,Pellet,Left,49,7,49,2
12/20/2019 20:45:19,0,3.89,0,1,Poke,Left,50,7,49,nan
12/20/2019 20:45:25,0,3.98,2,1,Pellet,Left,50,7,50,1
12/20/2019 21:45:49,0,3.88,0,1,Poke,Left,51,7,50,nan
12/20/2019 21:45:54,0,3.96,2,1,Pellet,Left,51,7,51,1
12/20/2019 21:46:32,0,3.89,0,1,Poke,Left,52,7,51,nan
12/20/2019 21:46:36,0,3.97,2,1,Pellet,Left,52,7,52,1
12/20/2019 21:52:47,0,3.89,0,1,Poke,Left,53,7,52,nan
12/20/2019 21:52:52,0,3.97,2,1,Pellet,Left,53,7,53,1
12/20/2019 21:53:05,0,3.89,0,1,Poke,Left,54,7,53,nan
12/20/2019 21:53:10,0,3.97,2,1,Pellet,Left,54,7,54,1
12/20/2019 21:53:23,0,3.89,0,1,Poke,Left,55,7,54,nan
12/20/2019 21:53:28,0,3.96,2,1,Pellet,Left,55,7,55,2
12/20/2019 22:04:46,0,3.89,0,1,Poke,Left,56,7,55,nan
12/20/2019 22:04:52,0,3.97,2,1,Pellet,Left,56,7,56,2
12/20/2019 22:05:05,0,3.89,0,1,Poke,Left,57,7,56,nan
12/20/2019 22:05:10,0,3.96,2,1,Pellet,Left,57,7,57,2
12/20/2019 22:05:25,0,3.89,0,1,Poke,Left,58,7,57,nan
12/20/2019 22:05:30,0,3.97,2,1,Pellet,Left,58,7,58,2
12/20/2019 22:05:44,0,3.89,0,1,Poke,Left,59,7,58,nan
12/20/2019 22:05:48,0,3.89,2,1,Pellet,Left,59,7,59,1
12/20/2019 22:05:59,0,3.89,0,1,Poke,Left,60,7,59,nan
12/20/2019 22:06:06,0,3.96,2,1,Pellet,Left,60,7,60,3
12/20/2019 22:06:41,0,3.89,0,1,Poke,Left,61,7,60,nan
12/20/2019 22:06:47,0,3.97,2,1,Pellet,Left,61,7,61,2
12/20/2019 22:07:05,0,3.89,0,1,Poke,Left,61,8,61,nan
12/20/2019 22:07:09,0,3.89,0,1,Poke,Left,62,8,61,nan
12/20/2019 22:07:14,0,3.97,2,1,Pellet,Left,62,8,62,1
12/20/2019 22:07:34,0,3.89,0,1,Poke,Left,63,8,62,nan
12/20/2019 22:07:38,0,3.97,2,1,Poke,Left,63,8,63,nan
12/20/2019 22:09:37,0,3.89,0,1,Poke,Left,64,8,63,nan
12/20/2019 22:09:49,0,3.96,3,1,Pellet,Left,64,8,64,6
12/20/2019 22:10:56,0,3.89,0,1,Poke,Left,65,8,64,nan
12/20/2019 22:11:01,0,3.96,2,1,Pellet,Left,65,8,65,1
12/20/2019 22:27:44,0,3.88,0,1,Poke,Left,66,8,65,nan
12/20/2019 22:27:50,0,3.96,2,1,Pellet,Left,66,8,66,2
12/20/2019 22:28:07,0,3.88,0,1,Poke,Left,67,8,66,nan
12/20/2019 22:28:14,0,3.94,4,1,Pellet,Left,67,8,67,1
12/20/2019 22:28:38,0,3.88,0,1,Poke,Left,68,8,67,nan
12/20/2019 22:28:43,0,3.96,2,1,Pellet,Left,68,8,68,2
12/20/2019 22:28:59,0,3.89,0,1,Poke,Left,69,8,68,nan
12/20/2019 22:29:20,0,3.96,4,1,Pellet,Left,69,8,69,14
12/20/2019 22:55:13,0,3.88,0,1,Poke,Left,70,8,69,nan
12/20/2019 22:55:17,0,3.88,2,1,Pellet,Left,70,8,70,1
